federal_provider_number,provider_name,provider_address,provider_city,provider_state,provider_zip_code,survey_date,survey_type,deficiency_prefix,deficiency_category,deficiency_tag_number,deficiency_description,scope_severity_code,deficiency_corrected,correction_date,inspection_cycle,standard_deficiency,complaint_deficiency,infection_control_inspection_deficiency,location,processing_date
335483,THE GRAND REHABILITATION AND NURSING AT GREAT NECK,15 ST PAULS PLACE,GREAT NECK,NY,11021,2017-03-09,Health,F,Administration Deficiencies,0514,"Keep accurate, complete and organized clinical records on each resident that meet professional standards.",B,"Deficient, Provider has date of correction",2017-04-27,3,Y,N,N,"15 ST PAULS PLACE,GREAT NECK,NY,11021",2022-01-01
335702,NORTHWELL HEALTH STERN FAMILY CENTER FOR REHAB,300 COMMUNITY DRIVE,MANHASSET,NY,11030,2021-02-04,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2021-04-02,1,N,N,Y,"300 COMMUNITY DRIVE,MANHASSET,NY,11030",2022-01-01
335702,NORTHWELL HEALTH STERN FAMILY CENTER FOR REHAB,300 COMMUNITY DRIVE,MANHASSET,NY,11030,2021-09-29,Health,F,Quality of Life and Care Deficiencies,0697,"Provide safe, appropriate pain management for a resident who requires such services.",D,"Deficient, Provider has date of correction",2021-11-26,1,Y,N,N,"300 COMMUNITY DRIVE,MANHASSET,NY,11030",2022-01-01
335702,NORTHWELL HEALTH STERN FAMILY CENTER FOR REHAB,300 COMMUNITY DRIVE,MANHASSET,NY,11030,2021-09-29,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,D,"Deficient, Provider has date of correction",2021-11-26,1,Y,N,N,"300 COMMUNITY DRIVE,MANHASSET,NY,11030",2022-01-01
335702,NORTHWELL HEALTH STERN FAMILY CENTER FOR REHAB,300 COMMUNITY DRIVE,MANHASSET,NY,11030,2019-04-22,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2019-06-14,2,Y,N,N,"300 COMMUNITY DRIVE,MANHASSET,NY,11030",2022-01-01
335702,NORTHWELL HEALTH STERN FAMILY CENTER FOR REHAB,300 COMMUNITY DRIVE,MANHASSET,NY,11030,2019-04-22,Health,F,Pharmacy Service Deficiencies,0756,"Ensure a licensed pharmacist perform a monthly drug regimen review, including the medical chart, following irregularity reporting guidelines in developed policies and procedures.",D,"Deficient, Provider has date of correction",2019-06-14,2,Y,N,N,"300 COMMUNITY DRIVE,MANHASSET,NY,11030",2022-01-01
335702,NORTHWELL HEALTH STERN FAMILY CENTER FOR REHAB,300 COMMUNITY DRIVE,MANHASSET,NY,11030,2019-04-22,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",D,"Deficient, Provider has date of correction",2019-06-14,2,Y,N,N,"300 COMMUNITY DRIVE,MANHASSET,NY,11030",2022-01-01
335702,NORTHWELL HEALTH STERN FAMILY CENTER FOR REHAB,300 COMMUNITY DRIVE,MANHASSET,NY,11030,2019-04-22,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,D,"Deficient, Provider has date of correction",2019-06-14,2,Y,N,N,"300 COMMUNITY DRIVE,MANHASSET,NY,11030",2022-01-01
335817,GARDEN CARE CENTER,135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,2021-10-19,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0604,"Ensure that each resident is free from the use of physical restraints, unless needed for medical treatment.",D,"Deficient, Provider has date of correction",2021-12-01,1,N,Y,N,"135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010",2022-01-01
335817,GARDEN CARE CENTER,135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,2020-11-20,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2021-01-15,1,Y,N,N,"135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010",2022-01-01
335817,GARDEN CARE CENTER,135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,2020-05-07,Health,F,Administration Deficiencies,0836,"Ensure the facility is licensed under applicable State and local law and operates and provides services in compliance with all applicable Federal, State, and local laws, regulations, and codes, and with accepted professional standards.",D,"Deficient, Provider has date of correction",2020-05-29,2,N,Y,Y,"135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010",2022-01-01
335817,GARDEN CARE CENTER,135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,2020-05-07,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2020-05-29,2,N,Y,Y,"135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010",2022-01-01
335817,GARDEN CARE CENTER,135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,2019-03-11,Health,F,Resident Rights Deficiencies,0550,"Honor the resident's right to a dignified existence, self-determination, communication, and to exercise his or her rights.",D,"Deficient, Provider has date of correction",2019-04-29,2,Y,N,N,"135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010",2022-01-01
335817,GARDEN CARE CENTER,135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,2019-03-11,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2019-04-29,2,Y,N,N,"135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010",2022-01-01
335817,GARDEN CARE CENTER,135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,2019-03-11,Health,F,Pharmacy Service Deficiencies,0758,"Implement gradual dose reductions(GDR) and non-pharmacological interventions, unless contraindicated, prior to initiating or instead of continuing psychotropic medication; and PRN orders for psychotropic medications are only used when the medication is necessary and PRN use is limited.",D,"Deficient, Provider has date of correction",2019-04-29,2,Y,N,N,"135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010",2022-01-01
335817,GARDEN CARE CENTER,135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,2019-03-11,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,B,"Deficient, Provider has date of correction",2019-04-29,2,Y,N,N,"135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010",2022-01-01
335817,GARDEN CARE CENTER,135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,2017-08-02,Health,F,Resident Rights Deficiencies,0247,Give notice to the resident before a room or roommate change.,D,"Deficient, Provider has date of correction",2017-09-27,3,Y,N,N,"135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010",2022-01-01
335817,GARDEN CARE CENTER,135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,2017-08-02,Health,F,Environmental Deficiencies,0253,Provide housekeeping and maintenance services.,E,"Deficient, Provider has date of correction",2017-09-27,3,Y,N,N,"135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010",2022-01-01
335817,GARDEN CARE CENTER,135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,2017-08-02,Health,F,Pharmacy Service Deficiencies,0329,Ensure that each resident's 1) entire drug/medication regimen is free from unnecessary drugs; and 2) is managed and monitored to achieve highest level of well-being.,D,"Deficient, Provider has date of correction",2017-09-27,3,Y,N,N,"135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010",2022-01-01
335817,GARDEN CARE CENTER,135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,2017-08-02,Health,F,Pharmacy Service Deficiencies,0332,"Keep the rate of medication errors (wrong drug, wrong dose, wrong time) to less than 5%.",D,"Deficient, Provider has date of correction",2017-09-27,3,Y,N,N,"135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010",2022-01-01
335817,GARDEN CARE CENTER,135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,2017-08-02,Health,F,Administration Deficiencies,0514,"Keep accurate, complete and organized clinical records on each resident that meet professional standards.",B,"Deficient, Provider has date of correction",2017-09-27,3,Y,N,N,"135 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010",2022-01-01
335861,THE AMSTERDAM AT HARBORSIDE,300 EAST OVERLOOK,PORT WASHINGTON,NY,11050,2021-07-30,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2021-08-12,1,Y,N,N,"300 EAST OVERLOOK,PORT WASHINGTON,NY,11050",2022-01-01
335861,THE AMSTERDAM AT HARBORSIDE,300 EAST OVERLOOK,PORT WASHINGTON,NY,11050,2021-07-30,Health,F,Quality of Life and Care Deficiencies,0695,Provide safe and appropriate respiratory care for a resident when needed.,D,"Deficient, Provider has date of correction",2021-08-12,1,Y,N,N,"300 EAST OVERLOOK,PORT WASHINGTON,NY,11050",2022-01-01
335861,THE AMSTERDAM AT HARBORSIDE,300 EAST OVERLOOK,PORT WASHINGTON,NY,11050,2021-07-30,Health,F,Infection Control Deficiencies,0881,Implement a program that monitors antibiotic use.,D,"Deficient, Provider has date of correction",2021-08-12,1,Y,N,N,"300 EAST OVERLOOK,PORT WASHINGTON,NY,11050",2022-01-01
335861,THE AMSTERDAM AT HARBORSIDE,300 EAST OVERLOOK,PORT WASHINGTON,NY,11050,2021-07-30,Health,F,Infection Control Deficiencies,0882,Designate a qualified infection preventionist to be responsible for the infection prevent and control program in the nursing home.,D,"Deficient, Provider has date of correction",2021-08-12,1,Y,N,N,"300 EAST OVERLOOK,PORT WASHINGTON,NY,11050",2022-01-01
335861,THE AMSTERDAM AT HARBORSIDE,300 EAST OVERLOOK,PORT WASHINGTON,NY,11050,2019-12-31,Health,F,Resident Assessment and Care Planning Deficiencies,0640,Encode each resident’s assessment data and transmit these data to the State within 7 days of assessment.,B,"Deficient, Provider has date of correction",2020-02-28,2,Y,N,N,"300 EAST OVERLOOK,PORT WASHINGTON,NY,11050",2022-01-01
335861,THE AMSTERDAM AT HARBORSIDE,300 EAST OVERLOOK,PORT WASHINGTON,NY,11050,2019-12-31,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,D,"Deficient, Provider has date of correction",2020-02-28,2,Y,N,N,"300 EAST OVERLOOK,PORT WASHINGTON,NY,11050",2022-01-01
335861,THE AMSTERDAM AT HARBORSIDE,300 EAST OVERLOOK,PORT WASHINGTON,NY,11050,2019-12-31,Health,F,Pharmacy Service Deficiencies,0758,"Implement gradual dose reductions(GDR) and non-pharmacological interventions, unless contraindicated, prior to initiating or instead of continuing psychotropic medication; and PRN orders for psychotropic medications are only used when the medication is necessary and PRN use is limited.",D,"Deficient, Provider has date of correction",2020-02-28,2,Y,N,N,"300 EAST OVERLOOK,PORT WASHINGTON,NY,11050",2022-01-01
335861,THE AMSTERDAM AT HARBORSIDE,300 EAST OVERLOOK,PORT WASHINGTON,NY,11050,2019-12-31,Health,F,Nutrition and Dietary Deficiencies,0813,Have a policy regarding use and storage of foods brought to residents by family and other visitors.,C,"Deficient, Provider has date of correction",2020-02-28,2,Y,N,N,"300 EAST OVERLOOK,PORT WASHINGTON,NY,11050",2022-01-01
335861,THE AMSTERDAM AT HARBORSIDE,300 EAST OVERLOOK,PORT WASHINGTON,NY,11050,2019-12-31,Health,F,Administration Deficiencies,0838,Conduct and document a facility-wide assessment to determine what resources are necessary to care for residents competently during both day-to-day operations and emergencies.,D,"Deficient, Provider has date of correction",2020-02-28,2,Y,N,N,"300 EAST OVERLOOK,PORT WASHINGTON,NY,11050",2022-01-01
335861,THE AMSTERDAM AT HARBORSIDE,300 EAST OVERLOOK,PORT WASHINGTON,NY,11050,2018-07-17,Health,F,Pharmacy Service Deficiencies,0756,"Ensure a licensed pharmacist perform a monthly drug regimen review, including the medical chart, following irregularity reporting guidelines in developed policies and procedures.",D,"Deficient, Provider has date of correction",2018-09-14,3,Y,N,N,"300 EAST OVERLOOK,PORT WASHINGTON,NY,11050",2022-01-01
335861,THE AMSTERDAM AT HARBORSIDE,300 EAST OVERLOOK,PORT WASHINGTON,NY,11050,2018-07-17,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",D,"Deficient, Provider has date of correction",2018-09-14,3,Y,N,N,"300 EAST OVERLOOK,PORT WASHINGTON,NY,11050",2022-01-01
335023,A HOLLY PATTERSON EXTENDED CARE FACILITY,875 JERUSALEM AVENUE,UNIONDALE,NY,11553,2019-10-17,Health,F,Pharmacy Service Deficiencies,0758,"Implement gradual dose reductions(GDR) and non-pharmacological interventions, unless contraindicated, prior to initiating or instead of continuing psychotropic medication; and PRN orders for psychotropic medications are only used when the medication is necessary and PRN use is limited.",D,"Deficient, Provider has date of correction",2019-12-10,1,Y,N,N,"875 JERUSALEM AVENUE,UNIONDALE,NY,11553",2022-01-01
335023,A HOLLY PATTERSON EXTENDED CARE FACILITY,875 JERUSALEM AVENUE,UNIONDALE,NY,11553,2018-06-06,Health,F,Pharmacy Service Deficiencies,0756,"Ensure a licensed pharmacist perform a monthly drug regimen review, including the medical chart, following irregularity reporting guidelines in developed policies and procedures.",D,"Deficient, Provider has date of correction",2018-08-05,2,Y,N,N,"875 JERUSALEM AVENUE,UNIONDALE,NY,11553",2022-01-01
335023,A HOLLY PATTERSON EXTENDED CARE FACILITY,875 JERUSALEM AVENUE,UNIONDALE,NY,11553,2018-06-06,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,B,"Deficient, Provider has date of correction",2018-08-05,2,Y,N,N,"875 JERUSALEM AVENUE,UNIONDALE,NY,11553",2022-01-01
335023,A HOLLY PATTERSON EXTENDED CARE FACILITY,875 JERUSALEM AVENUE,UNIONDALE,NY,11553,2017-02-17,Health,F,Resident Rights Deficiencies,0159,"Properly hold, secure, and manage each resident's personal money which is deposited with the nursing home.",C,"Deficient, Provider has date of correction",2017-04-17,3,Y,N,N,"875 JERUSALEM AVENUE,UNIONDALE,NY,11553",2022-01-01
335023,A HOLLY PATTERSON EXTENDED CARE FACILITY,875 JERUSALEM AVENUE,UNIONDALE,NY,11553,2017-02-17,Health,F,Environmental Deficiencies,0253,Provide housekeeping and maintenance services.,E,"Deficient, Provider has date of correction",2017-04-17,3,Y,N,N,"875 JERUSALEM AVENUE,UNIONDALE,NY,11553",2022-01-01
335024,BEACH TERRACE CARE CENTER,640 WEST BROADWAY,LONG BEACH,NY,11561,2020-03-06,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2020-04-22,1,Y,N,N,"640 WEST BROADWAY,LONG BEACH,NY,11561",2022-01-01
335024,BEACH TERRACE CARE CENTER,640 WEST BROADWAY,LONG BEACH,NY,11561,2020-03-06,Health,F,Nursing and Physician Services Deficiencies,0711,"Ensure the resident's doctor reviews the resident's care, writes, signs and dates progress notes and orders, at each required visit.",D,"Deficient, Provider has date of correction",2020-04-22,1,Y,N,N,"640 WEST BROADWAY,LONG BEACH,NY,11561",2022-01-01
335024,BEACH TERRACE CARE CENTER,640 WEST BROADWAY,LONG BEACH,NY,11561,2019-05-22,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0610,Respond appropriately to all alleged violations.,D,"Deficient, Provider has date of correction",2019-07-09,2,Y,N,N,"640 WEST BROADWAY,LONG BEACH,NY,11561",2022-01-01
335024,BEACH TERRACE CARE CENTER,640 WEST BROADWAY,LONG BEACH,NY,11561,2019-05-22,Health,F,Quality of Life and Care Deficiencies,0686,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,D,"Deficient, Provider has date of correction",2019-07-09,2,Y,N,N,"640 WEST BROADWAY,LONG BEACH,NY,11561",2022-01-01
335024,BEACH TERRACE CARE CENTER,640 WEST BROADWAY,LONG BEACH,NY,11561,2019-05-22,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2019-07-09,2,Y,N,N,"640 WEST BROADWAY,LONG BEACH,NY,11561",2022-01-01
335024,BEACH TERRACE CARE CENTER,640 WEST BROADWAY,LONG BEACH,NY,11561,2017-11-17,Health,F,Environmental Deficiencies,0256,Provide adequate and comfortable lighting levels in all areas.,D,"Deficient, Provider has date of correction",2017-12-20,3,Y,N,N,"640 WEST BROADWAY,LONG BEACH,NY,11561",2022-01-01
335141,EMERGE NURSING AND REHABILITATION AT GLEN COVE,2 MEDICAL PLAZA,GLEN COVE,NY,11542,2021-02-17,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,E,"Deficient, Provider has date of correction",2021-03-31,1,N,N,Y,"2 MEDICAL PLAZA,GLEN COVE,NY,11542",2022-01-01
335141,EMERGE NURSING AND REHABILITATION AT GLEN COVE,2 MEDICAL PLAZA,GLEN COVE,NY,11542,2021-08-19,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2021-10-08,1,Y,N,N,"2 MEDICAL PLAZA,GLEN COVE,NY,11542",2022-01-01
